No,Trading Date,Stock Code,Company Name,Remarks,Previous,Open Price,Last Trading Date,First Trade,High,Low,Close,Change,Volume,Value,Frequency,Index Individual,Offer,Offer Volume,Bid,Bid Volume,Listed Shares,Tradeble Shares,Weight For Index,Foreign Sell,Foreign Buy,Non Regular Volume,Non Regular Value,Non Regular Frequency
1,2020-01-06,AALI,Astra Agro Lestari Tbk.,--S1K--1,14100,0,06 Jan 2020,0,14100,13500,13500,-600,1109400,15227997500,1083,1096.7,13550,200,13500,104000,1924688333,1924688333,1924688333,264100,5400,6100,86132000,1
2,2020-01-06,ABBA,Mahaka Media Tbk.,--U9---2,106,0,06 Jan 2020,0,107,104,104,-2,8759800,916359200,626,182.5,104,249400,103,755000,2755125000,2755125000,2755125000,0,51000,0,0,0
3,2020-01-06,ABDA,Asuransi Bina Dana Arta Tbk.,--U8---2,6925,0,06 Jan 2020,0,0,0,6925,0,0,0,0,1581.0,6400,100,5550,100,620806680,620806680,620806680,0,0,0,0,0
4,2020-01-06,ABMM,ABM Investama Tbk.,--U9---1,1530,0,06 Jan 2020,0,0,0,1530,0,0,0,0,40.8,1505,1000,1300,200,2753165000,2753165000,2753165000,0,0,0,0,0
5,2020-01-06,ACES,Ace Hardware Indonesia Tbk.,--S9KB-1,1515,0,06 Jan 2020,0,1515,1470,1470,-45,18050000,26720453500,4936,1792.7,1475,22500,1470,97700,17150000000,17150000000,17150000000,12672000,4231500,11,16170,1
6,2020-01-06,ACST,Acset Indonusa Tbk.,--U6---1,1000,0,06 Jan 2020,0,1000,970,1000,0,6600,6487000,13,42.0,1000,87900,985,10000,700000000,700000000,700000000,100,100,0,0,0
7,2020-01-06,ADES,Akasha Wira International Tbk.,--U5---2,1050,0,06 Jan 2020,0,1050,1050,1050,0,300,315000,2,54.5,1050,65300,1045,2500,589896800,589896800,589896800,0,0,0,0,0
8,2020-01-06,ADHI,Adhi Karya (Persero) Tbk.,--U6K--1,1210,0,06 Jan 2020,0,1210,1185,1185,-25,13004900,15548853500,2839,930.6,1190,32500,1185,15300,3560849376,3560849376,3560849376,2829800,4060400,90,106650,1
9,2020-01-06,ADMF,Adira Dinamika Multi Finance Tbk.,--U8---1,10425,0,06 Jan 2020,0,10450,10300,10350,-75,46400,480847500,77,445.2,10400,500,10325,100,1000000000,1000000000,1000000000,30400,200,0,0,0
10,2020-01-06,ADMG,Polychem Indonesia Tbk,--U3---1,187,0,06 Jan 2020,0,187,175,186,-1,879700,158485700,102,16.6,188,100,186,54500,3889179559,3889179559,3889179559,0,0,0,0,0
11,2020-01-06,ADRO,Adaro Energy Tbk.,--S2BXO1,1465,1455,06 Jan 2020,1460,1515,1450,1465,0,61423200,91125364500,7132,133.2,1470,718400,1465,547000,31985962000,31985962000,31985962000,2941900,7680900,0,0,0
12,2020-01-06,AGAR,Asia Sejahtera Mina Tbk.,--U9---2,368,0,06 Jan 2020,0,368,356,358,-10,176200,63247400,34,325.5,362,100,358,1400,1000000000,250000000,1000000000,0,0,0,0,0
13,2020-01-06,AGII,Aneka Gas Industri Tbk.,--S3---1,645,0,06 Jan 2020,0,675,595,645,0,79500,50845000,51,58.6,645,122900,635,7300,3066660000,3066660000,3066660000,0,0,0,0,0
14,2020-01-06,AGRO,Bank Rakyat Indonesia Agroniaga Tbk.,--M8---1,199,0,06 Jan 2020,0,202,196,196,-3,2285000,451553700,554,320.2,197,3700,196,10700,21129857328,21129857328,21129857328,0,1200,0,0,0
15,2020-01-06,AGRS,Bank IBK Indonesia Tbk.,--U8---2,146,0,06 Jan 2020,0,141,136,140,-6,23600,3285800,12,127.3,145,100,137,5300,7037266148,7037266148,7037266148,0,4600,28,3416,1
16,2020-01-06,AHAP,Asuransi Harta Aman Pratama Tbk.,--U8---2,59,0,06 Jan 2020,0,63,57,58,-1,137100,8133900,60,218.7,59,1000,58,6800,2940000000,2940000000,2940000000,0,0,0,0,0
17,2020-01-06,AIMS,Akbar Indo Makmur Stimec Tbk,--U9---2,180,0,06 Jan 2020,0,0,0,180,0,0,0,0,144.0,0,0,0,0,220000000,220000000,220000000,0,0,0,0,0
18,2020-01-06,AISA,Tiga Pilar Sejahtera Food Tbk.,--U5---1,168,0,06 Jan 2020,0,0,0,168,0,0,0,0,20.4,0,0,0,0,3218600000,3218600000,3218600000,0,0,0,0,0
19,2020-01-06,AKKU,Anugerah Kagum Karya Utama Tbk.,--U9---2,50,0,06 Jan 2020,0,50,50,50,0,500,25000,3,75.9,50,8660800,0,0,6449463636,6449463636,6449463636,0,0,0,0,0
20,2020-01-06,AKPI,Argha Karya Prima Industry Tbk.,--U3---2,410,0,06 Jan 2020,0,410,410,410,0,200,82000,1,54.1,408,14500,400,10100,680000000,680000000,680000000,0,200,0,0,0
21,2020-01-06,AKRA,AKR Corporindo Tbk.,--S9XXO1,3790,3790,06 Jan 2020,3790,3790,3640,3640,-150,12554400,46342468000,2213,2901.1,3640,247000,3630,43000,4014694920,4014694920,4014694920,1888700,794700,0,0,0
22,2020-01-06,AKSI,Majapahit Inti Corpora Tbk.,--U7---2,1220,0,06 Jan 2020,0,1220,1000,1080,-140,9600,10666500,14,540.0,1080,10100,925,500,720000000,720000000,720000000,7900,0,0,0,0
23,2020-01-06,ALDO,Alkindo Naratama Tbk.,--U3---2,390,0,06 Jan 2020,0,400,386,400,10,5800,2247200,8,293.2,426,1000,400,9800,1100000000,1100000000,1100000000,0,0,0,0,0
24,2020-01-06,ALKA,Alakasa Industrindo Tbk,--U3---2,418,0,06 Jan 2020,0,418,400,400,-18,9600,3858000,15,67.3,414,5200,400,200,507665055,507665055,507665055,0,0,0,0,0
25,2020-01-06,ALMI,Alumindo Light Metal Industry Tbk.,--U3---2,310,0,06 Jan 2020,0,310,300,310,0,4600,1386000,4,47.7,340,100,310,1900,616000000,616000000,616000000,0,0,0,0,0
26,2020-01-06,ALTO,Tri Banyan Tirta Tbk.,--U5---1,400,0,06 Jan 2020,0,400,390,400,0,30797200,12247054200,38,199.8,400,20200,390,3000,2191870558,2191870558,2191870558,0,0,28232000,11123408000,3
27,2020-01-06,AMAG,Asuransi Multi Artha Guna Tbk.,--U8---2,296,0,06 Jan 2020,0,0,0,296,0,0,0,0,281.9,296,3800,256,2000,5001552516,5001552516,5001552516,0,0,0,0,0
28,2020-01-06,AMFG,Asahimas Flat Glass Tbk.,--U3---1,3550,0,06 Jan 2020,0,3600,3600,3600,50,100,360000,1,146.9,3580,100,3570,500,434000000,434000000,434000000,0,0,0,0,0
29,2020-01-06,AMIN,Ateliers Mecaniques D Indonesie Tbk.,--U4---2,310,0,06 Jan 2020,0,0,0,310,0,0,0,0,242.2,320,700,282,100,1080000000,1080000000,1080000000,0,0,0,0,0
30,2020-01-06,AMRT,Sumber Alfaria Trijaya Tbk.,--U9---1,865,0,06 Jan 2020,0,865,845,845,-20,42000,35789000,29,2156.2,850,27900,845,9700,41524501700,41524501700,41524501700,0,0,0,0,0
31,2020-01-06,ANDI,Andira Agro Tbk.,--U1---2,50,0,06 Jan 2020,0,51,50,50,0,8892600,445301300,533,125.0,50,18273700,0,0,9350000000,9350000000,9350000000,0,0,0,0,0
32,2020-01-06,ANJT,Austindo Nusantara Jaya Tbk.,--U1---1,980,0,06 Jan 2020,0,950,900,945,-35,17900,16865000,10,78.8,945,94000,825,100,3354175000,3354175000,3354175000,0,0,0,0,0
33,2020-01-06,ANTM,Aneka Tambang Tbk.,--S2XXO1,850,860,06 Jan 2020,860,890,855,885,35,153322300,135047860000,12787,583.5,890,8742600,885,1558700,24030764725,24030764725,24030764725,3228600,14556400,900041,707036285,5
