calendar_date,usd_index_dxy
2025-03-31,104.21
2025-04-01,104.26
2025-04-02,103.81
2025-04-03,102.07
2025-04-04,103.02
2025-04-05,103.02
2025-04-06,103.02
2025-04-07,103.26
2025-04-08,102.96
2025-04-09,102.9
2025-04-10,100.87
2025-04-11,100.1
2025-04-12,100.1
2025-04-13,100.1
2025-04-14,99.64
2025-04-15,100.21
2025-04-16,99.38
2025-04-17,99.38
2025-04-18,99.38
2025-04-19,99.38
2025-04-20,99.38
2025-04-21,98.28
2025-04-22,98.92
2025-04-23,99.84
2025-04-24,99.38
2025-04-25,99.47
2025-04-26,99.47
2025-04-27,99.47
2025-04-28,99.01
2025-04-29,99.24
2025-04-30,99.47
2025-05-01,100.25
2025-05-02,100.03
2025-05-03,100.03
2025-05-04,100.03
2025-05-05,99.83
2025-05-06,99.24
2025-05-07,99.61
2025-05-08,100.64
2025-05-09,100.34
2025-05-10,100.34
2025-05-11,100.34
2025-05-12,101.79
2025-05-13,101.0
2025-05-14,101.04
2025-05-15,100.88
2025-05-16,101.09
2025-05-17,101.09
2025-05-18,101.09
2025-05-19,100.43
2025-05-20,100.12
2025-05-21,99.56
2025-05-22,99.96
2025-05-23,99.11
2025-05-24,99.11
2025-05-25,99.11
2025-05-26,99.11
2025-05-27,99.52
2025-05-28,99.88
2025-05-29,99.28
2025-05-30,99.33
2025-05-31,99.33
2025-06-01,99.33
2025-06-02,98.71
2025-06-03,99.23
2025-06-04,98.79
2025-06-05,98.74
2025-06-06,99.19
2025-06-07,99.19
2025-06-08,99.19
2025-06-09,98.94
2025-06-10,99.1
2025-06-11,98.63
2025-06-12,97.92
2025-06-13,98.18
2025-06-14,98.18
2025-06-15,98.18
2025-06-16,98.0
2025-06-17,98.82
2025-06-18,98.9
2025-06-19,98.9
2025-06-20,98.71
2025-06-21,98.71
2025-06-22,98.71
2025-06-23,98.42
2025-06-24,97.86
2025-06-25,97.68
2025-06-26,97.15
2025-06-27,97.4
2025-06-28,97.4
2025-06-29,97.4
2025-06-30,96.88
2025-07-01,96.82
2025-07-02,96.78
2025-07-03,97.18
2025-07-04,96.96
2025-07-05,96.96
2025-07-06,96.96
2025-07-07,97.48
2025-07-08,97.52
2025-07-09,97.56
2025-07-10,97.65
2025-07-11,97.85
2025-07-12,97.85
2025-07-13,97.85
2025-07-14,98.08
2025-07-15,98.62
2025-07-16,98.39
2025-07-17,98.73
2025-07-18,98.48
2025-07-19,98.48
2025-07-20,98.48
2025-07-21,97.85
2025-07-22,97.39
2025-07-23,97.21
2025-07-24,97.38
2025-07-25,97.64
2025-07-26,97.64
2025-07-27,97.64
2025-07-28,98.63
2025-07-29,98.89
2025-07-30,99.82
2025-07-31,99.97
2025-08-01,99.14
2025-08-02,99.14
2025-08-03,99.14
2025-08-04,98.78
2025-08-05,98.78
2025-08-06,98.18
2025-08-07,98.4
2025-08-08,98.18
2025-08-09,98.18
2025-08-10,98.18
2025-08-11,98.52
2025-08-12,98.1
2025-08-13,97.84
2025-08-14,98.25
2025-08-15,97.85
2025-08-16,97.85
2025-08-17,97.85
2025-08-18,98.17
2025-08-19,98.26
2025-08-20,98.22
2025-08-21,98.62
2025-08-22,97.72
2025-08-23,97.72
2025-08-24,97.72
2025-08-25,98.43
2025-08-26,98.22
2025-08-27,98.23
2025-08-28,97.81
2025-08-29,97.77
2025-08-30,97.77
2025-08-31,97.77
